"id","year","major_head","estimate_type","major_category","minor_category","sub_category","amount"
727,"2020-2021","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Repayments",-32.58
728,"2020-2021","6002","Actual","External Debt","Multilateral","International Bank for Reconstruction and Development ",20777.77
729,"2020-2021","6002","Actual","External Debt","Multilateral","International Bank for Reconstruction and Development Receipts",27850.93
730,"2020-2021","6002","Actual","External Debt","Multilateral","International Bank for Reconstruction and Development Repayments",-7073.16
731,"2020-2021","6002","Actual","External Debt","Multilateral","International Development Association ",205.96
732,"2020-2021","6002","Actual","External Debt","Multilateral","International Development Association Receipts",12215.63
733,"2020-2021","6002","Actual","External Debt","Multilateral","International Development Association Repayments",-12009.67
734,"2020-2021","6002","Actual","External Debt","Multilateral","International Fund for Agricultural Development ",59.82
735,"2020-2021","6002","Actual","External Debt","Multilateral","International Fund for Agricultural Development Receipts",227.5
736,"2020-2021","6002","Actual","External Debt","Multilateral","International Fund for Agricultural Development Repayments",-167.68
737,"2020-2021","6002","Actual","External Debt","Multilateral","Asian Development Bank ",17984.62
738,"2020-2021","6002","Actual","External Debt","Multilateral","Asian Development Bank Receipts",24143.83
739,"2020-2021","6002","Actual","External Debt","Multilateral","Asian Development Bank Repayments",-6159.21
740,"2020-2021","6002","Actual","External Debt","Multilateral","Eastern European Community (SAC) ",-9.21
741,"2020-2021","6002","Actual","External Debt","Multilateral","Eastern European Community (SAC) Receipts",0.0
742,"2020-2021","6002","Actual","External Debt","Multilateral","Eastern European Community (SAC) Repayments",-9.21
743,"2020-2021","6002","Actual","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries ",-16.2
744,"2020-2021","6002","Actual","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Receipts",0.0
745,"2020-2021","6002","Actual","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Repayments",-16.2
746,"2020-2021","6002","Actual","External Debt","Multilateral","New Development Bank ",18194.14
747,"2020-2021","6002","Actual","External Debt","Multilateral","New Development Bank Receipts",18194.14
748,"2020-2021","6002","Actual","External Debt","Multilateral","New Development Bank Repayments",0.0
749,"2020-2021","6002","Actual","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) ",9448.69
750,"2020-2021","6002","Actual","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Receipts",9448.69
751,"2020-2021","6002","Actual","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Repayments",0.0
752,"2020-2021","6002","Actual","External Debt","Bilateral","Germany ",5165.08
753,"2020-2021","6002","Actual","External Debt","Bilateral","Germany Receipts",6493.88
754,"2020-2021","6002","Actual","External Debt","Bilateral","Germany Repayments",-1328.8
755,"2020-2021","6002","Actual","External Debt","Bilateral","France ",1926.09
756,"2020-2021","6002","Actual","External Debt","Bilateral","France Receipts",2323.35
757,"2020-2021","6002","Actual","External Debt","Bilateral","France Repayments",-397.26
758,"2020-2021","6002","Actual","External Debt","Bilateral","Japan ",12153.53
759,"2020-2021","6002","Actual","External Debt","Bilateral","Japan Receipts",18647.92
760,"2020-2021","6002","Actual","External Debt","Bilateral","Japan Repayments",-6494.39
761,"2020-2021","6002","Actual","External Debt","Bilateral","USA ",95.72
762,"2020-2021","6002","Actual","External Debt","Bilateral","USA Receipts",260.43
763,"2020-2021","6002","Actual","External Debt","Bilateral","USA Repayments",-164.71
764,"2020-2021","6002","Actual","External Debt","Bilateral","Russian Federation ",2326.15
765,"2020-2021","6002","Actual","External Debt","Bilateral","Russian Federation Receipts",3194.35
766,"2020-2021","6002","Actual","External Debt","Bilateral","Russian Federation Repayments",-868.2
767,"2020-2021","6002","Actual","External Debt","Bilateral","European Investment Bank (EIB) ",910.05
768,"2020-2021","6002","Actual","External Debt","Bilateral","European Investment Bank (EIB) Receipts",936.92
769,"2020-2021","6002","Actual","External Debt","Bilateral","European Investment Bank (EIB) Repayments",-26.87
770,"2020-2021","6002","Actual","External Debt","Expenditure netted against externally assistance for States Projects","European Investment Bank (EIB) ",-19042.13
771,"2020-2021","9003","Actual","Draw Down of Cash Balance","Receipts","European Investment Bank (EIB) ",-2241.4
772,"2020-2021","9003","Actual","Draw Down of Cash Balance","Disbursements","European Investment Bank (EIB) ",-4946.64
773,"2021-2022","7601","Budget","Recoveries of Loans & Advances","State Governments","Gross Receipts ",8989.14
774,"2021-2022","7601","Budget","Recoveries of Loans & Advances","State Governments","Recoveries ",-100.0
775,"2021-2022","7602","Budget","Recoveries of Loans & Advances","Union Territories (With Legislature)","Recoveries ",100.0
776,"2021-2022","7605","Budget","Recoveries of Loans & Advances","Foreign Governments","Recoveries ",424.2
777,"2021-2022","9001","Budget","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Gross Receipts ",54861.67
778,"2021-2022","9001","Budget","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Recoveries ",-51275.01
779,"2021-2022","4000","Budget","Miscellaneous Capital Receipts","Disinvestment Receipts","Recoveries ",75000.0
780,"2021-2022","4000","Budget","Miscellaneous Capital Receipts","Disinvestment of Government stake in Public Sector Banks and Financial Institutions","Recoveries ",100000.0
781,"2021-2022","6001","Budget","Borrowings","Market Loans","Gross Borrowings ",1205500.0
782,"2021-2022","6001","Budget","Borrowings","Market Loans","Repayments ",-280792.28
783,"2021-2022","6001","Budget","Borrowings","Switching of Securities","Gross Borrowings ",180000.0
784,"2021-2022","6001","Budget","Borrowings","Switching of Securities","Repayments ",-180000.0
785,"2021-2022","6001","Budget","Borrowings","Borrowing for providing back to back loans to States and UTs for GST compensation cess shortfall","Gross Borrowing ",0.0
786,"2021-2022","6001","Budget","Borrowings","Borrowing for providing back to back loans to States and UTs for GST compensation cess shortfall","Less Receipts netted ",0.0
787,"2021-2022","6001","Budget","Borrowings","Issuance of Special Securities to Public Sector Banks","Issue of Securities ",20000.0
788,"2021-2022","6001","Budget","Borrowings","Issuance of Special Securities to Public Sector Banks","Less Receipts netted ",-20000.0
789,"2021-2022","6001","Budget","Borrowings","Issuance of Recapitalisation Bonds to other Government controlled Banking entities","Issue of Securities ",0.01
790,"2021-2022","6001","Budget","Borrowings","Issuance of Recapitalisation Bonds to other Government controlled Banking entities","Less Receipts netted ",-0.01
791,"2021-2022","6001","Budget","Borrowings","Post Office Life Insurance Fund (POLIF)","Receipts ",0.0
792,"2021-2022","6001","Budget","Borrowings","Post Office Life Insurance Fund (POLIF)","Repayments ",-7000.0
793,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","14 Days Treasury Bills ",0.0
794,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","14 Days Treasury Bills Gross Borrowings",3604159.92
795,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","14 Days Treasury Bills Repayments",-3604159.92
796,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","91 Days Treasury Bills ",27566.31
797,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","91 Days Treasury Bills Gross Borrowings",683812.15
798,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","91 Days Treasury Bills Repayment",-656245.84
799,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","182 Days Treasury Bills ",84685.13
800,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","182 Days Treasury Bills Gross Borrowings",450842.74
801,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","182 Days Treasury Bills Repayments",-366157.61
802,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","364 Days Treasury Bills ",-62251.44
803,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","364 Days Treasury Bills Gross Borrowings",393542.6
804,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","364 Days Treasury Bills Repayments",-455794.04
805,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","Cash Management Bills ",0.0
806,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","Cash Management Bills Gross Borrowings",250000.0
807,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","Cash Management Bills Repayments",-250000.0
808,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","Ways & Means Advances ",0.0
809,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","Ways & Means Advances Gross Borrowings",1000000.0
810,"2021-2022","6001","Budget","Borrowings","Short Term Borrowings","Ways & Means Advances Repayments",-1000000.0
811,"2021-2022","6001","Budget","Securities against Small Savings","Receipts","Ways & Means Advances ",483270.38
812,"2021-2022","6001","Budget","Securities against Small Savings","Repayments","Ways & Means Advances ",-91343.37
813,"2021-2022","8009","Budget","State Provident Funds","Receipts","Ways & Means Advances ",75000.0
814,"2021-2022","8009","Budget","State Provident Funds","Disbursements","Ways & Means Advances ",-55000.0
815,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Receipts ",0.0
816,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Disbursements ",0.0
817,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Receipts ",15000.0
818,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Disbursements ",-3087.47
819,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Receipts ",12000.0
820,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Disbursements ",-696.15
821,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Receipts ",2500.0
822,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Disbursements ",-380.0
823,"2021-2022","9002","Budget","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Receipts ",2311318.29
824,"2021-2022","9002","Budget","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Disbursements ",-2274806.47
825,"2021-2022","9002","Budget","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Less Receipts ",0.0
826,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Fund for Agricultural Development","Receipts ",0.0
827,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Fund for Agricultural Development","Repayments ",0.0
828,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund ",-7128.34
829,"2021-2022","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Receipts",1000.01
